Image_name,center_x,center_y,len_a,len_b,angle_in_radian
026161.jpg,115,110,193,210,1.6885422685964064
026162.jpg,116,116,139,200,2.398912659341652
026164.jpg,111,99,160,220,1.0315108000067312
026165.jpg,115,107,176,226,1.707254171047521
026166.jpg,113,108,192,207,1.1301793870765402
026169.jpg,112,99,154,159,2.030483630447092
026171.jpg,110,108,162,202,1.9353834795009077
026173.jpg,105,111,203,211,0.2426973655378517
026174.jpg,118,116,173,221,1.802405321528581
026175.jpg,120,109,100,176,1.2885425302433935
026176.jpg,116,120,222,230,0.6062639616246309
026177.jpg,115,115,181,220,2.2573629842428504
002016.jpg,138,106,138,160,1.5408329682123605
002018.jpg,161,123,123,192,2.8324617026849923
002019.jpg,128,119,192,241,0.6860516020931323
002020.jpg,110,107,187,230,0.6004314391002756
002022.jpg,121,113,166,220,1.4886154366127955
002024.jpg,102,102,173,234,2.222220709446492
002025.jpg,122,100,167,195,1.333509339459109
002027.jpg,35,30,79,129,1.0113669824165081
002028.jpg,132,103,183,230,1.7848710689114988
002029.jpg,122,109,208,219,2.7295861866202125
002030.jpg,117,124,219,238,3.0086516467146724
002031.jpg,112,110,180,228,1.2960928582498772
002032.jpg,97,97,180,211,1.2344007315981917
002033.jpg,114,106,185,193,0.6880290657815434
002034.jpg,112,119,205,232,0.022555861314859278
002035.jpg,116,111,150,164,0.10444863699831129
002038.jpg,112,98,147,165,1.4648647002211963
002040.jpg,112,104,163,172,2.490801038013201
002041.jpg,123,107,186,227,1.2142742911340814
018066.jpg,128,113,164,204,1.9677471451739321
018067.jpg,118,111,180,195,1.933107009401108
018068.jpg,110,115,174,198,2.1771511022126995
018069.jpg,118,106,177,225,2.164504682302294
018070.jpg,107,124,189,229,0.645456105490673
018071.jpg,125,93,152,174,0.24451014600235502
018072.jpg,136,100,147,230,1.3031515667191322
018074.jpg,124,102,209,219,0.05525802100421658
018076.jpg,106,95,151,210,2.686437650638749
018077.jpg,121,109,208,221,1.281806064266038
018082.jpg,105,188,49,156,1.5697346576263367
018083.jpg,100,124,206,223,2.984891456101203
018084.jpg,110,115,188,236,2.7389325504658455
018085.jpg,114,119,212,230,0.5891087434096948
018086.jpg,106,97,180,219,3.0868519100154326
018087.jpg,111,117,189,212,2.4456492722597796
018088.jpg,107,114,178,202,1.6096202886402353
018091.jpg,107,112,171,232,0.8424737668785087
018093.jpg,126,114,175,207,1.3011484701052292
018094.jpg,117,119,193,225,2.370120692164587
009542.jpg,122,97,169,240,0.8566704794384759
009544.jpg,116,116,176,239,1.6242339856478816
009545.jpg,118,109,177,212,2.372428853881359
009547.jpg,114,109,173,208,1.7945388763007046
009548.jpg,116,107,186,239,1.785140314497706
009549.jpg,115,116,198,220,1.3969246644941302
009551.jpg,119,97,191,235,1.5568873022116851
009552.jpg,107,115,184,189,1.5402980723074182
009553.jpg,106,106,158,204,0.926338041185649
009554.jpg,113,107,190,211,2.0510763904180753
009555.jpg,108,106,127,150,1.6928335532189058
009556.jpg,110,104,206,235,1.2558469015404907
009557.jpg,115,103,166,202,2.687158834661942
009558.jpg,114,116,177,221,1.8403369912506884
009560.jpg,104,114,208,241,0.0839674385098672
009561.jpg,112,115,206,224,0.390240717696472
009562.jpg,112,110,194,208,0.08831337619136184
009565.jpg,103,93,202,250,1.5777477098722212
009567.jpg,126,116,175,200,2.0983023591865053
025725.jpg,110,123,203,254,0.28413245696347217
025726.jpg,118,105,181,210,1.165434579903118
025727.jpg,117,119,193,215,1.8133497151863158
025729.jpg,106,121,209,222,0.5780777304375048
025730.jpg,109,123,208,224,3.0016179719596647
025731.jpg,119,108,157,211,2.0182694415816074
025732.jpg,128,104,186,206,3.01780626296182
025734.jpg,114,108,133,204,1.3193824682987292
025735.jpg,119,116,184,224,0.47903573489335305
025736.jpg,103,111,164,220,2.0440396530278138
025737.jpg,88,86,65,224,3.1111647065550927
025738.jpg,89,185,105,213,1.6200759922379409
025739.jpg,108,128,190,246,2.2154130039099766
025740.jpg,115,111,126,166,1.9900700277470855
025742.jpg,121,98,193,226,2.263074932148852
025745.jpg,116,106,187,208,0.18542333991082355
025747.jpg,119,110,172,213,2.1543784117314315
025748.jpg,113,102,182,249,2.184353754538873
025749.jpg,101,83,204,241,0.9338369036040668
025750.jpg,116,106,156,163,0.37652949940322633
025751.jpg,109,118,194,206,3.0722716356794666
025752.jpg,114,122,211,235,2.944782652187956
025754.jpg,117,109,155,189,1.6928203705715097
007345.jpg,116,119,187,210,3.1217039002529723
007346.jpg,119,116,169,237,1.363038869100071
007347.jpg,112,207,49,172,1.5402104543075545
007349.jpg,115,96,156,192,0.6956219377864411
007350.jpg,111,127,217,233,0.5358061068239768
007351.jpg,135,113,174,192,1.2066914725622988
007352.jpg,98,127,163,176,1.4541381531406294
007355.jpg,114,112,207,233,0.1651087637604559
007356.jpg,143,118,164,205,1.7554097161944429
007357.jpg,109,118,206,231,2.4679982538116154
007358.jpg,113,121,214,231,2.7998110814045116
007360.jpg,117,119,213,250,0.17589123722391423
007361.jpg,104,113,167,216,1.217352905354213
007362.jpg,122,115,186,219,1.8810031947800894
007363.jpg,124,116,168,181,2.89944979148041
007364.jpg,111,106,187,218,0.11189121517156601
007365.jpg,118,108,138,188,1.877748945086067
007366.jpg,137,94,132,190,1.3221127410482785
007367.jpg,119,114,224,261,0.5122258460316563
007368.jpg,112,115,188,202,1.803558203964476
014100.jpg,112,113,194,211,1.104070754434812
014102.jpg,114,123,220,262,0.9650004157318471
014103.jpg,91,96,200,250,1.2493067105354743
014104.jpg,55,10,41,178,1.5345705449090392
014105.jpg,116,113,182,207,2.395527515280052
014106.jpg,55,31,85,130,1.6992018371755575
014109.jpg,89,87,125,234,2.353097233844583
014110.jpg,172,34,82,115,2.1079448665453553
014111.jpg,136,112,170,190,1.984790976676276
014114.jpg,121,118,198,246,0.3892046814534039
014116.jpg,105,112,173,225,2.163546476942084
014118.jpg,111,110,210,222,2.791437570305085
014119.jpg,130,113,166,217,2.1080850819767476
014122.jpg,114,119,179,191,2.17026936079788
014123.jpg,125,105,186,225,0.4412277024248524
014124.jpg,117,117,168,187,1.7390500507761406
014125.jpg,136,103,164,217,0.8581276280289126
025926.jpg,123,117,141,174,1.9622598349058784
025928.jpg,113,113,202,231,0.5906165586398704
025929.jpg,109,122,217,239,0.5289824556104349
025931.jpg,80,108,151,189,0.5293816301683242
025932.jpg,129,91,132,191,1.818245004744045
025933.jpg,100,96,167,278,0.7417314428468823
025934.jpg,111,106,157,219,2.8108733199404834
025936.jpg,102,106,181,240,1.688954925407314
025937.jpg,121,115,235,250,0.8800380535282398
025939.jpg,112,123,201,223,2.6503875042267824
025940.jpg,120,102,163,234,2.0913718819237372
025941.jpg,123,110,193,242,1.1274563048619342
025943.jpg,105,110,202,259,1.6676544303766425
025944.jpg,125,100,191,215,1.2732455992580873
025945.jpg,110,114,113,196,1.3183765923550061
025947.jpg,115,113,167,211,0.8419732923306557
011339.jpg,111,113,199,223,0.7161676263851572
011340.jpg,112,110,148,155,0.31127655992653663
011341.jpg,113,110,211,219,0.6948747879426194
011342.jpg,116,120,216,255,0.01874119098132181
011344.jpg,140,129,184,238,3.0277015043081184
011345.jpg,92,103,161,204,1.7066265971366439
011346.jpg,129,115,209,240,1.37283863612129
011348.jpg,89,117,118,215,0.8711152654539839
011349.jpg,106,103,187,226,2.0453403409042084
011350.jpg,105,121,187,250,2.119798729715352
011352.jpg,111,117,158,193,1.49149191690619
011353.jpg,107,114,194,235,2.06209615153466
011355.jpg,121,109,149,171,2.347195136236749
011356.jpg,122,113,196,232,1.230729963509681
011359.jpg,131,94,152,168,0.4623778953015028
011360.jpg,118,113,183,201,0.9525359563029219
013782.jpg,108,116,184,193,1.6142676379004781
013786.jpg,112,125,218,234,1.2264188383370607
013787.jpg,109,120,198,222,0.005330085975792815
013788.jpg,112,110,159,170,2.843769484673469
013789.jpg,96,104,104,188,0.8462003281918566
013790.jpg,115,113,168,185,0.4399248840195856
013791.jpg,113,118,216,240,3.0127305442402377
013792.jpg,109,112,182,215,2.0154032144584098
013793.jpg,129,175,50,179,1.5681924210390716
013796.jpg,126,108,184,215,1.5391925941389262
013797.jpg,112,108,152,262,0.6916989683427
013798.jpg,122,111,192,240,1.1653106097543748
013800.jpg,118,107,165,215,1.185440379169848
013801.jpg,114,111,173,199,2.0070153222890963
013802.jpg,113,121,204,213,2.636658376175206
006271.jpg,96,97,121,165,2.287265223278369
006272.jpg,103,102,183,234,0.8036833608629051
006273.jpg,111,117,193,202,2.833359986920676
006274.jpg,108,106,142,195,1.3535753261664745
006276.jpg,110,90,150,193,1.2375874701585805
006277.jpg,103,113,174,177,1.7463790700960387
006279.jpg,103,111,118,182,1.9514386124485594
006280.jpg,108,115,220,239,2.00311645445322
006282.jpg,100,114,240,243,2.7008157910479773
006284.jpg,99,106,149,181,1.9518551308430478
006285.jpg,114,102,164,263,2.3135655369395556
006286.jpg,106,117,210,249,3.0358347982772202
006287.jpg,119,110,149,180,1.9342396518127187
006289.jpg,122,121,152,213,2.7898569841981224
006290.jpg,130,119,200,238,3.1287682013605167
006291.jpg,93,104,134,181,0.5465876814705672
033713.jpg,108,106,151,172,1.9876172563831223
033714.jpg,37,91,42,144,0.031758310431898
033715.jpg,106,105,166,223,2.0139576506187145
033718.jpg,115,112,185,207,1.9526752513007377
033719.jpg,120,99,201,239,1.5167711746054402
033720.jpg,119,83,163,240,0.9700770665598106
033721.jpg,110,96,147,271,2.0917001165280897
033722.jpg,113,123,215,237,0.5645788992411929
033725.jpg,121,126,176,193,1.7113467838527006
033726.jpg,114,120,177,257,2.3672671150565674
033729.jpg,115,119,186,238,0.5211392464630697
033731.jpg,108,92,196,232,1.9091846322772534
033733.jpg,114,125,230,237,0.5974986329498259
033734.jpg,110,102,166,222,1.9617097589827226
033735.jpg,119,120,210,244,2.181162488604631
033736.jpg,113,108,194,241,1.1336658644176174
033737.jpg,115,101,187,201,1.729726989590046
033738.jpg,116,105,188,199,1.6007816564564257
033740.jpg,113,116,162,205,1.937747567600571
016876.jpg,118,108,178,222,1.3407089291500291
016877.jpg,116,104,187,217,1.82436681314181
016878.jpg,120,103,173,224,1.010685479493557
016879.jpg,113,101,191,201,1.536293476976266
016880.jpg,111,106,163,215,1.4641287356539527
016881.jpg,114,112,200,243,3.0365312149022765
016882.jpg,110,123,178,202,0.16628112056182243
016883.jpg,103,121,169,261,2.3142435777530896
016884.jpg,111,108,191,213,1.427941969078065
016886.jpg,105,114,155,213,1.8374772888721613
016887.jpg,118,107,207,233,2.8422059427974835
016888.jpg,111,124,216,243,3.1010020838353505
016889.jpg,112,110,168,211,2.163760461935672
016890.jpg,114,114,166,185,1.101211851004612
016891.jpg,120,115,170,215,2.0543901617624614
016892.jpg,114,108,152,215,1.174757108456995
016893.jpg,114,108,176,216,2.236324544263442
016894.jpg,108,114,209,221,0.8118166548320072
016895.jpg,95,110,197,236,2.285279570369606
016896.jpg,92,121,183,218,1.0702881565329936
016899.jpg,98,101,175,195,1.1115607618426053
016901.jpg,117,112,182,211,1.6460731050090218
006320.jpg,114,111,194,242,1.3259407687991582
006322.jpg,182,48,75,137,3.0736932310693508
006323.jpg,88,107,180,219,2.439003620075596
006324.jpg,118,186,101,199,1.6807144392043367
006326.jpg,16,166,56,208,3.0504717979444047
006327.jpg,101,115,171,192,0.9111093537032762
006328.jpg,113,108,188,238,2.1398572595716656
006330.jpg,114,117,152,173,1.39561199239283
006331.jpg,103,111,167,257,2.1731891174589886
006335.jpg,117,122,169,179,0.374893486256077
006336.jpg,113,113,227,237,0.7030379758949575
006337.jpg,133,119,172,220,1.5323537296176575
006338.jpg,113,116,133,195,1.039755480688426
006339.jpg,122,105,153,189,1.4876102264593452
006340.jpg,115,121,230,241,3.0863107556819287
006341.jpg,106,108,195,229,1.9366270425719203
006342.jpg,130,115,174,223,1.5784792802236662
006343.jpg,107,107,222,244,2.8010132323205736
006344.jpg,89,97,160,188,2.1484692567467096
006345.jpg,109,128,206,239,0.3054723667782771
010660.jpg,91,98,115,202,0.9796387469795765
010661.jpg,97,104,184,210,2.01565954371333
010663.jpg,117,101,173,225,2.0428918305979895
010665.jpg,107,121,182,197,1.5775904502098521
010666.jpg,106,116,178,226,1.6642482473424312
010667.jpg,102,106,161,223,2.0620097319572865
010668.jpg,118,117,213,238,2.952707686959814
010669.jpg,116,100,176,206,2.3462923246272123
010670.jpg,112,108,175,275,2.273514257305854
010673.jpg,96,118,173,188,1.318757024916724
010674.jpg,108,112,242,255,0.16394179986029683
010675.jpg,124,106,148,169,1.9315767570387488
010677.jpg,102,115,192,206,1.8866747957955767
010678.jpg,117,111,201,252,1.0458023876805325
010680.jpg,119,118,203,242,2.79922092490695
010681.jpg,127,46,77,149,1.4775305612075584
010682.jpg,113,126,228,247,1.2554644716079555
010683.jpg,126,205,48,246,1.5408606650876973
010684.jpg,109,106,189,224,3.069391160644437
010685.jpg,109,109,147,159,2.0501738451246476
010686.jpg,145,209,45,281,1.5450287785097803
010687.jpg,116,98,168,257,2.2196935027300606
010688.jpg,100,110,139,175,2.1414130782804897
010689.jpg,100,105,165,226,2.2046236062276843
014154.jpg,109,114,189,230,1.810317839443315
014155.jpg,114,108,163,210,1.9762309111424887
014156.jpg,108,107,197,241,1.2023732900127897
014157.jpg,109,112,167,196,1.9694857898915905
014159.jpg,123,114,154,224,1.140191807510802
014160.jpg,108,110,191,198,0.05304715621339527
014163.jpg,107,118,213,256,0.008909530525454432
014164.jpg,110,117,216,260,2.783957017119161
014169.jpg,112,113,193,209,1.8740411590584043
014170.jpg,126,121,209,234,1.627580247557566
014171.jpg,106,109,212,216,1.9356830851235416
014172.jpg,118,110,200,250,1.30240321845282
014173.jpg,120,105,191,206,1.1311517071905282
014174.jpg,138,108,180,190,1.5278708305547268
009878.jpg,112,108,167,203,1.7544083676245732
009879.jpg,108,109,133,167,2.2805244962432694
009880.jpg,110,109,159,215,2.1479376897931295
009881.jpg,113,122,162,200,1.280089390627373
009882.jpg,103,117,206,245,2.583183699383069
009883.jpg,120,107,207,234,1.7753526648594469
009885.jpg,113,83,176,223,1.6573866127938417
009886.jpg,110,112,158,221,1.221154567810301
009889.jpg,117,125,201,228,2.9804048286127474
009890.jpg,101,111,212,240,1.2097622304572146
009891.jpg,200,130,63,232,0.17032143554109527
009892.jpg,107,114,215,235,2.358954324029994
009897.jpg,158,21,66,126,1.794704658078562
009898.jpg,111,100,178,208,1.9537437115300775
009899.jpg,113,105,189,193,0.5313820636211372
006488.jpg,119,123,226,233,1.0378672994755596
006489.jpg,121,105,126,197,1.1836676459902367
006490.jpg,109,112,210,226,3.0817551523212385
006493.jpg,115,123,198,227,1.8819906949122909
006494.jpg,104,109,172,216,1.8445614305298266
006495.jpg,117,111,201,214,1.2544037345457768
006497.jpg,109,112,167,219,2.099943399050212
006499.jpg,119,116,203,229,2.7109903979926253
006501.jpg,131,111,107,196,1.0956279345680158
006502.jpg,128,107,191,214,1.108680819439794
006503.jpg,52,31,84,128,1.6326024367412375
006504.jpg,114,114,195,221,2.167817921014462
006505.jpg,110,120,208,228,1.2490278775693429
006506.jpg,111,108,209,246,0.8121380317965523
006507.jpg,112,113,196,206,0.9464092876361674
006508.jpg,121,109,186,237,1.1315940582475903
006509.jpg,115,106,183,233,2.0114157965162884
006510.jpg,107,105,166,186,2.82381042388387
006511.jpg,104,118,216,225,1.293737025949593
027564.jpg,117,116,178,236,2.0786449013903576
027566.jpg,110,91,157,176,2.7050448908590234
027567.jpg,115,47,57,141,1.5746814793511585
027568.jpg,104,100,174,226,2.155194271131377
027569.jpg,178,206,46,305,1.5055444858721567
027570.jpg,122,110,145,197,1.7017506154968178
027571.jpg,101,106,174,205,1.809115022736981
027572.jpg,128,115,162,201,0.5731075394741172
027574.jpg,132,106,149,199,1.0310097262476328
027576.jpg,116,125,230,240,0.8212080926790898
027577.jpg,126,105,189,214,1.516411781016334
027580.jpg,112,130,186,218,3.021464913667371
027581.jpg,115,120,198,231,0.5983887279651576
027582.jpg,116,105,174,189,1.9216076129722002
027584.jpg,113,106,176,228,1.8613097843092257
027586.jpg,116,115,173,235,1.1637859500303047
027587.jpg,113,106,181,192,1.7914601289225185
027589.jpg,95,129,210,214,2.3191765510402433
027590.jpg,122,109,159,221,1.2024918006812981
035902.jpg,123,81,191,202,1.0030103158109758
035903.jpg,104,123,204,236,3.0419515466689147
035904.jpg,109,106,194,226,1.0369469775818556
035905.jpg,70,74,114,152,0.5623453726139707
035907.jpg,118,115,202,226,2.556682849691799
035908.jpg,108,118,160,214,1.8249392596181226
035910.jpg,91,119,192,231,1.1806681276544804
035912.jpg,108,111,220,234,2.5570122827186417
035913.jpg,114,114,167,246,1.9927314577824562
035914.jpg,102,112,213,247,0.8854378789544846
035915.jpg,108,109,141,197,1.8269876299705572
035916.jpg,99,108,177,255,2.4080140123669977
035918.jpg,108,114,193,237,2.521630589740285
035919.jpg,125,105,117,165,1.6075784430324713
035923.jpg,118,102,204,243,1.0759967089086055
035924.jpg,109,115,209,234,2.778145733304499
007020.jpg,90,114,168,225,0.38248635826097466
007021.jpg,139,110,153,184,1.1241465282591838
007022.jpg,111,65,69,163,1.5472229569318967
007023.jpg,107,116,189,213,0.8146623756148111
007024.jpg,109,117,203,219,0.6975589880053102
007025.jpg,105,106,139,160,1.7710093154376365
007026.jpg,99,111,206,223,1.1199746864115747
007027.jpg,104,119,209,211,0.9818925136310833
007028.jpg,125,104,174,247,0.9751818803163017
007030.jpg,75,121,67,135,3.0120365244601635
007031.jpg,108,100,212,222,0.8353973483880046
007032.jpg,109,128,210,229,0.10243103447884568
007033.jpg,109,110,200,228,2.2196329158152617
007034.jpg,92,100,167,224,2.197420687585401
007035.jpg,124,107,154,223,1.6070375550150766
007036.jpg,117,115,194,239,0.6565096887531015
007038.jpg,104,123,211,232,0.4696995243493759
007040.jpg,108,111,180,234,0.6699834196561393
007041.jpg,117,109,173,186,1.7060299158944117
019639.jpg,114,121,203,241,0.0608656645416499
019640.jpg,112,108,206,213,1.6766364737851527
019641.jpg,127,118,156,222,1.1089686405746042
019642.jpg,194,156,82,168,0.035438543145251515
019643.jpg,112,95,185,204,1.605630740169242
019645.jpg,123,99,149,185,1.7333563455236056
019646.jpg,102,90,185,225,2.969930616045466
019647.jpg,108,111,189,236,1.9521344964413974
019653.jpg,121,105,203,223,1.0189753007557283
019654.jpg,117,121,180,195,1.6429068727890266
019655.jpg,118,120,169,215,1.8492613772215984
019658.jpg,112,113,203,240,2.1573326563286566
019526.jpg,101,107,140,231,1.2188962072059137
019527.jpg,102,115,179,238,2.2741371706848237
019528.jpg,127,124,212,241,0.6097373894763668
019529.jpg,105,113,170,220,1.1061291782203615
019530.jpg,156,103,74,257,0.30099049969026914
019531.jpg,111,124,217,237,0.5883733114746694
019532.jpg,105,112,179,255,2.268169292998065
019533.jpg,107,128,182,220,0.8548179845842168
019534.jpg,104,118,218,242,2.7096162068701446
019535.jpg,110,110,188,208,0.6716300521581353
019536.jpg,109,111,181,209,1.0056524379284433
019537.jpg,118,105,173,195,0.9372431532173054
019538.jpg,118,109,196,203,0.1638543150184877
019539.jpg,109,115,193,219,2.259582729011431
019540.jpg,117,105,170,180,2.1414787252013605
019541.jpg,119,104,207,229,1.9146836604541035
019542.jpg,111,109,174,229,1.253297191112849
019543.jpg,90,107,217,236,1.6289215486405846
019544.jpg,131,84,146,232,1.5521070612130476
019545.jpg,130,105,188,212,1.2136132945515237
031500.jpg,122,160,59,169,1.6089548978418788
031501.jpg,121,99,144,208,2.0929062621857866
031503.jpg,112,101,182,195,1.370561500231218
031506.jpg,115,112,192,213,0.9705521744982807
031507.jpg,116,113,181,208,1.80993128161109
031508.jpg,111,113,221,223,2.449201662837836
031509.jpg,132,104,169,221,1.071462011362473
031511.jpg,112,101,199,222,1.3593626415313258
031512.jpg,134,95,160,239,1.8416423396589907
031513.jpg,99,136,206,228,0.9822098292749664
031514.jpg,120,129,210,232,2.1817586372146454
031516.jpg,116,115,190,202,2.4521135631737287
031517.jpg,121,102,159,210,0.7314803365999221
031518.jpg,112,118,161,174,2.01658698956295
007295.jpg,110,123,226,252,0.09496805815611661
007296.jpg,101,91,142,198,1.3449031415507948
007298.jpg,113,107,189,239,1.8906125457833676
007299.jpg,90,107,167,198,2.1057156675549042
007301.jpg,108,108,175,229,2.218276834188193
007302.jpg,108,120,200,239,0.03416970293042387
007303.jpg,112,116,191,235,2.456014827854586
007305.jpg,117,104,186,215,1.6524804042756434
007306.jpg,119,125,175,206,1.1891332514954063
007307.jpg,109,111,190,191,0.7675568483066804
007308.jpg,97,129,160,205,1.032325061510023
007309.jpg,117,112,153,213,1.7241178397021208
007310.jpg,110,112,174,207,1.1234102973758313
007311.jpg,115,116,175,209,2.2657109289958126
007312.jpg,109,102,184,201,1.9017071417265834
007313.jpg,205,101,56,149,3.1228218952785873
007314.jpg,108,110,220,245,2.9702318195647535
007315.jpg,110,109,205,230,0.4239314032511693
007316.jpg,99,105,167,226,0.6672440921588838
007317.jpg,126,103,182,195,1.7437115147901607
009434.jpg,113,109,150,173,1.7919725211162498
009435.jpg,121,116,216,231,0.25999601162224545
009436.jpg,119,106,137,225,1.1985396696236206
009437.jpg,99,90,170,207,2.6554437818724064
009439.jpg,98,121,199,224,0.5622724020001025
009440.jpg,121,98,157,233,0.41908754599199227
009441.jpg,117,106,199,224,1.4429703202674369
009443.jpg,20,144,61,189,0.0235551958691547
009445.jpg,106,115,118,170,1.4681987115898665
009446.jpg,112,113,153,244,0.9908620401824703
009447.jpg,104,114,181,211,1.541705020311307
009449.jpg,17,162,58,173,3.075477016367486
009450.jpg,104,115,195,210,0.3300149608304977
009452.jpg,116,113,238,250,2.478196030257747
009453.jpg,108,111,190,213,3.0478128979120696
009454.jpg,118,110,166,187,1.594858120401817
009455.jpg,115,125,193,217,1.100936746464007
009456.jpg,106,125,190,206,0.7441619768157431
009457.jpg,102,99,155,179,1.2797825944697958
010036.jpg,114,105,176,211,1.2742304362291987
010063.jpg,104,98,119,173,2.372592904604508
010103.jpg,112,107,186,199,2.199712737177578
010221.jpg,123,75,189,249,1.671612819862882
010252.jpg,111,112,149,191,1.5146124162258219
010281.jpg,120,110,186,223,1.0164911040909024
010359.jpg,114,112,174,212,2.05513811055461
010401.jpg,94,103,175,229,0.8925473206425056
010434.jpg,119,115,196,227,2.3161227042182495
010474.jpg,103,107,196,222,2.378620170783575
010504.jpg,110,120,210,249,0.7320216906705078
010535.jpg,109,106,137,255,0.9078463821566838
010575.jpg,117,114,211,238,3.1014452338407397
010604.jpg,101,111,237,254,3.0297659867851476
036523.jpg,106,106,180,229,1.1167051235412844
036524.jpg,114,112,201,221,0.7042845350221963
036525.jpg,106,111,195,207,0.5927231856411502
036526.jpg,109,118,196,211,3.0622964995004662
036527.jpg,117,114,107,162,1.352282095141132
036528.jpg,112,110,160,206,1.8522604960831912
036529.jpg,108,104,180,200,0.2986218176377254
036530.jpg,103,115,149,237,1.6091884570694788
036531.jpg,126,105,225,246,1.858575117343878
036532.jpg,109,121,120,165,1.5232639613430532
036533.jpg,117,126,194,227,2.589648522929236
036535.jpg,128,109,219,231,1.9079665023946513
036537.jpg,123,115,125,170,1.4143087148257314
036538.jpg,112,113,208,223,2.846500822687454
036539.jpg,114,108,176,223,0.7546467088693305
036542.jpg,109,113,170,194,0.9628039736228042
036543.jpg,117,132,190,263,1.6273207225093378
036544.jpg,112,109,160,220,1.2803016445662523
036545.jpg,70,89,82,123,1.6401371852553441
036547.jpg,116,101,177,198,1.9435885456613875
036549.jpg,115,121,209,231,2.4394888480262082
036550.jpg,107,106,179,244,0.9699708730113437
012629.jpg,109,109,160,206,1.029684670447264
012630.jpg,116,115,211,254,0.32763476060623936
012631.jpg,47,21,66,143,1.4934388208210925
012632.jpg,111,123,189,207,0.2933024529659148
012633.jpg,123,111,176,195,1.9727051521753327
012634.jpg,121,105,173,230,1.9649777239563588
012636.jpg,110,84,183,252,1.5416353786488015
012637.jpg,103,111,178,221,1.771277628917462
012638.jpg,111,109,188,211,1.0373613654474718
012640.jpg,92,122,180,243,1.0103236890594696
012641.jpg,127,106,185,220,1.9161815554092183
012642.jpg,123,125,195,209,2.106656562368029
012643.jpg,111,111,154,206,1.662350611907695
012645.jpg,108,120,190,205,0.30886503426995626
012646.jpg,117,106,163,246,2.1673606562552954
012647.jpg,116,104,143,254,2.2313867772863265
012648.jpg,116,119,217,234,2.157897912270026
012650.jpg,103,121,210,220,2.4734140582044004
012651.jpg,108,112,186,234,1.3066425714340626
011390.jpg,103,121,152,217,0.4084068385716886
011391.jpg,112,96,138,205,1.2662834303783477
011392.jpg,118,109,174,205,1.5505602972519295
011393.jpg,115,118,204,213,0.06438879363722935
011395.jpg,116,114,164,215,1.9375498278896328
011396.jpg,113,117,220,247,2.5594285687756706
011397.jpg,108,109,188,228,2.5843845187185854
011398.jpg,111,123,206,245,0.014819305527368034
011399.jpg,104,95,188,214,2.478210411327633
011400.jpg,67,127,104,152,1.422153322132669
011401.jpg,107,105,171,211,1.7988733041328633
011402.jpg,113,117,160,177,0.9703063647296664
011404.jpg,118,106,183,217,1.781662891904335
011405.jpg,128,117,182,255,0.7606101923402905
011407.jpg,51,127,66,253,3.1170620104729645
011409.jpg,111,119,216,239,2.8925527368893222
011410.jpg,99,104,164,167,2.0085519662380715
019006.jpg,107,98,227,265,1.5352271472757981
019009.jpg,105,119,185,222,0.7694884390453149
019010.jpg,119,129,212,238,1.9078273522276943
019011.jpg,110,106,117,212,1.0046462290895841
019012.jpg,121,111,194,198,1.0488455818581661
019014.jpg,104,103,163,237,1.9639693180096003
019015.jpg,123,105,226,247,3.054369334199736
019016.jpg,106,111,204,220,0.2085453206138118
019017.jpg,104,110,143,229,0.9604392863118956
019019.jpg,155,120,73,116,0.8470417539382671
019020.jpg,114,114,99,140,1.7273561104296027
019021.jpg,115,104,145,222,2.0103525294510742
019024.jpg,116,122,202,238,2.5353828872933453
019025.jpg,107,129,206,236,0.8359128697960168
019026.jpg,117,110,187,209,1.3182646064311683
019027.jpg,108,112,144,167,1.8525479843228652
019028.jpg,112,113,179,203,1.1202748246664265
019029.jpg,101,106,189,203,2.3909945487886284
019030.jpg,81,22,66,155,1.5828726970739697
019033.jpg,113,122,179,192,1.6702851009014226
019034.jpg,103,114,171,266,2.188300426116316
019035.jpg,122,95,190,218,0.8247088845110262
019037.jpg,116,104,136,219,1.0323138096544173
019038.jpg,117,115,198,240,2.186646736237431
017348.jpg,112,117,193,212,0.8603662812412334
017349.jpg,101,100,160,206,0.524949264587078
017350.jpg,124,118,231,245,0.25978197669438713
017351.jpg,126,109,181,202,1.7904563835076677
017354.jpg,106,104,185,241,0.837997658876358
017355.jpg,113,116,95,172,1.4496814862144365
017356.jpg,123,113,184,207,2.157442378565568
017358.jpg,133,200,63,230,1.5644199201969198
017359.jpg,116,112,192,198,0.7509154870240751
017361.jpg,112,117,167,207,2.017688339831752
017362.jpg,99,98,205,247,0.5570938186814162
017363.jpg,109,108,178,218,2.5004635190802262
017364.jpg,113,108,181,217,2.1858378010563198
017366.jpg,106,121,223,241,0.04622844849262683
017369.jpg,121,98,165,209,0.7131599188290489
017370.jpg,106,119,176,220,2.04605260333775
017371.jpg,66,117,114,149,1.1181319120952944
008548.jpg,109,104,174,238,1.8158640055714597
008549.jpg,104,117,196,260,2.761252237245691
008550.jpg,116,117,197,222,2.1223720091186413
008551.jpg,96,104,182,220,1.6749783896904695
008552.jpg,106,129,215,248,2.432185927684993
008553.jpg,105,122,209,224,0.07813662207308524
008554.jpg,93,108,189,264,0.9079102314438185
008555.jpg,115,114,184,196,2.250636105645419
008556.jpg,115,117,202,221,2.0591508285270868
008557.jpg,114,106,158,196,0.8119721834396677
